ICD-10-WHO_Code,Description,Last_Updated
B355,Tinea imbricata,2020-10-13
B356,Tinea inguinalis [Tinea cruris],2020-10-13
B358,Other dermatophytoses,2020-10-13
B359,"Dermatophytosis, unspecified",2020-10-13
B36,,2020-10-13
B360,Pityriasis versicolor,2020-10-13
B361,Tinea nigra,2020-10-13
B362,White piedra,2020-10-13
B363,Black piedra,2020-10-13
B368,Other specified superficial mycoses,2020-10-13
B369,"Superficial mycosis, unspecified",2020-10-13
B37,,2020-10-13
B370,Candidal stomatitis,2020-10-13
B371,Pulmonary candidiasis,2020-10-13
B372,Candidiasis of skin and nail,2020-10-13
B373,Candidiasis of vulva and vagina,2020-10-13
B374,Candidiasis of other urogenital sites,2020-10-13
B375,Candidal meningitis,2020-10-13
B376,Candidal endocarditis,2020-10-13
B377,Candidal sepsis,2020-10-13
B378,Candidiasis of other sites,2020-10-13
B379,"Candidiasis, unspecified",2020-10-13
B38,,2020-10-13
B380,Acute pulmonary coccidioidomycosis,2020-10-13
B381,Chronic pulmonary coccidioidomycosis,2020-10-13
B382,"Pulmonary coccidioidomycosis, unspecified",2020-10-13
B383,Cutaneous coccidioidomycosis,2020-10-13
B384,Coccidioidomycosis meningitis,2020-10-13
B387,Disseminated coccidioidomycosis,2020-10-13
B388,Other forms of coccidioidomycosis,2020-10-13
B389,"Coccidioidomycosis, unspecified",2020-10-13
B39,,2020-10-13
B390,Acute pulmonary histoplasmosis capsulati,2020-10-13
B391,Chronic pulmonary histoplasmosis capsulati,2020-10-13
B392,"Pulmonary histoplasmosis capsulati, unspecified",2020-10-13
B393,Disseminated histoplasmosis capsulati,2020-10-13
B394,"Histoplasmosis capsulati, unspecified",2020-10-13
B395,Histoplasmosis duboisii,2020-10-13
B399,"Histoplasmosis, unspecified",2020-10-13
B40,,2020-10-13
B400,Acute pulmonary blastomycosis,2020-10-13
B401,Chronic pulmonary blastomycosis,2020-10-13
B402,"Pulmonary blastomycosis, unspecified",2020-10-13
B403,Cutaneous blastomycosis,2020-10-13
B407,Disseminated blastomycosis,2020-10-13
B408,Other forms of blastomycosis,2020-10-13
B409,"Blastomycosis, unspecified",2020-10-13
B41,,2020-10-13
B410,Pulmonary paracoccidioidomycosis,2020-10-13
B417,Disseminated paracoccidioidomycosis,2020-10-13
B418,Other forms of paracoccidioidomycosis,2020-10-13
B419,"Paracoccidioidomycosis, unspecified",2020-10-13
B42,,2020-10-13
B420,Pulmonary sporotrichosis,2020-10-13
B421,Lymphocutaneous sporotrichosis,2020-10-13
B427,Disseminated sporotrichosis,2020-10-13
B428,Other forms of sporotrichosis,2020-10-13
B429,"Sporotrichosis, unspecified",2020-10-13
B43,,2020-10-13
B430,Cutaneous chromomycosis,2020-10-13
B431,Phaeomycotic brain abscess,2020-10-13
B432,Subcutaneous phaeomycotic abscess and cyst,2020-10-13
B438,Other forms of chromomycosis,2020-10-13
B439,"Chromomycosis, unspecified",2020-10-13
B44,,2020-10-13
B440,Invasive pulmonary aspergillosis,2020-10-13
B441,Other pulmonary aspergillosis,2020-10-13
B442,Tonsillar aspergillosis,2020-10-13
B447,Disseminated aspergillosis,2020-10-13
B448,Other forms of aspergillosis,2020-10-13
B449,"Aspergillosis, unspecified",2020-10-13
B45,,2020-10-13
B450,Pulmonary cryptococcosis,2020-10-13
B451,Cerebral cryptococcosis,2020-10-13
B452,Cutaneous cryptococcosis,2020-10-13
B453,Osseous cryptococcosis,2020-10-13
B457,Disseminated cryptococcosis,2020-10-13
B458,Other forms of cryptococcosis,2020-10-13
B459,"Cryptococcosis, unspecified",2020-10-13
B46,,2020-10-13
B460,Pulmonary mucormycosis,2020-10-13
B461,Rhinocerebral mucormycosis,2020-10-13
B462,Gastrointestinal mucormycosis,2020-10-13
B463,Cutaneous mucormycosis,2020-10-13
B464,Disseminated mucormycosis,2020-10-13
B465,"Mucormycosis, unspecified",2020-10-13
B468,Other zygomycoses,2020-10-13
B469,"Zygomycosis, unspecified",2020-10-13
B47,,2020-10-13
B470,Eumycetoma,2020-10-13
B471,Actinomycetoma,2020-10-13
B479,"Mycetoma, unspecified",2020-10-13
B48,,2020-10-13
B480,Lobomycosis,2020-10-13
B481,Rhinosporidiosis,2020-10-13
B482,Allescheriasis,2020-10-13
B483,Geotrichosis,2020-10-13
B484,Penicillosis,2020-10-13
B485,Pneumocystosis,2020-10-13
B487,Opportunistic mycoses,2020-10-13
B488,Other specified mycoses,2020-10-13
B49,,2020-10-13
B50,,2020-10-13
B500,Plasmodium falciparum malaria with cerebral complications,2020-10-13
B508,Other severe and complicated Plasmodium falciparum malaria,2020-10-13
B509,"Plasmodium falciparum malaria, unspecified",2020-10-13
B51,,2020-10-13
B510,Plasmodium vivax malaria with rupture of spleen,2020-10-13
B518,Plasmodium vivax malaria with other complications,2020-10-13
B519,Plasmodium vivax malaria without complication,2020-10-13
B52,,2020-10-13
B520,Plasmodium malariae malaria with nephropathy,2020-10-13
B528,Plasmodium malariae malaria with other complications,2020-10-13
B529,Plasmodium malariae malaria without complication,2020-10-13
B53,,2020-10-13
B530,Plasmodium ovale malaria,2020-10-13
B531,Malaria due to simian plasmodia,2020-10-13
B538,"Other parasitologically confirmed malaria, not elsewhere classified",2020-10-13
B54,,2020-10-13
B55,,2020-10-13
B550,Visceral leishmaniasis,2020-10-13
B551,Cutaneous leishmaniasis,2020-10-13
B552,Mucocutaneous leishmaniasis,2020-10-13
B559,"Leishmaniasis, unspecified",2020-10-13
B56,,2020-10-13
B560,Gambiense trypanosomiasis,2020-10-13
B561,Rhodesiense trypanosomiasis,2020-10-13
B569,"African trypanosomiasis, unspecified",2020-10-13
B57,,2020-10-13
B570,Acute Chagas disease with heart involvement,2020-10-13
B571,Acute Chagas disease without heart involvement,2020-10-13
B572,Chagas disease (chronic) with heart involvement,2020-10-13
B573,Chagas disease (chronic) with digestive system involvement,2020-10-13
B574,Chagas disease (chronic) with nervous system involvement,2020-10-13
B575,Chagas disease (chronic) with other organ involvement,2020-10-13
B58,,2020-10-13
B580,Toxoplasma oculopathy,2020-10-13
B581,Toxoplasma hepatitis,2020-10-13
B582,Toxoplasma meningoencephalitis,2020-10-13
B583,Pulmonary toxoplasmosis,2020-10-13
B588,Toxoplasmosis with other organ involvement,2020-10-13
B589,"Toxoplasmosis, unspecified",2020-10-13
B60,,2020-10-13
B600,Babesiosis,2020-10-13
B601,Acanthamoebiasis,2020-10-13
B602,Naegleriasis,2020-10-13
B608,Other specified protozoal diseases,2020-10-13
B64,,2020-10-13
B65,,2020-10-13
B650,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis],2020-10-13
B651,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis],2020-10-13
B652,Schistosomiasis due to Schistosoma japonicum,2020-10-13
B653,Cercarial dermatitis,2020-10-13
B658,Other schistosomiases,2020-10-13
B659,"Schistosomiasis, unspecified",2020-10-13
B66,,2020-10-13
B660,Opisthorchiasis,2020-10-13
B661,Clonorchiasis,2020-10-13
B662,Dicrocoeliasis,2020-10-13
B663,Fascioliasis,2020-10-13
B664,Paragonimiasis,2020-10-13
B665,Fasciolopsiasis,2020-10-13
B668,Other specified fluke infections,2020-10-13
B669,"Fluke infection, unspecified",2020-10-13
B67,,2020-10-13
B670,Echinococcus granulosus infection of liver,2020-10-13
B671,Echinococcus granulosus infection of lung,2020-10-13
B672,Echinococcus granulosus infection of bone,2020-10-13
B673,"Echinococcus granulosus infection, other and multiple sites",2020-10-13
B674,"Echinococcus granulosus infection, unspecified",2020-10-13
B675,Echinococcus multilocularis infection of liver,2020-10-13
B676,"Echinococcus multilocularis infection, other and multiple sites",2020-10-13
B677,"Echinococcus multilocularis infection, unspecified",2020-10-13
B678,"Echinococcosis, unspecified, of liver",2020-10-13
B679,"Echinococcosis, other and unspecified",2020-10-13
B68,,2020-10-13
B680,Taenia solium taeniasis,2020-10-13
B681,Taenia saginata taeniasis,2020-10-13
B689,"Taeniasis, unspecified",2020-10-13
B69,,2020-10-13
B690,Cysticercosis of central nervous system,2020-10-13
B691,Cysticercosis of eye,2020-10-13
B698,Cysticercosis of other sites,2020-10-13
B699,"Cysticercosis, unspecified",2020-10-13
B70,,2020-10-13
B700,Diphyllobothriasis,2020-10-13
B701,Sparganosis,2020-10-13
B71,,2020-10-13
B710,Hymenolepiasis,2020-10-13
B711,Dipylidiasis,2020-10-13
B718,Other specified cestode infections,2020-10-13
B719,"Cestode infection, unspecified",2020-10-13
B72,,2020-10-13
B73,,2020-10-13
B74,,2020-10-13
B740,Filariasis due to Wuchereria bancrofti,2020-10-13
B741,Filariasis due to Brugia malayi,2020-10-13
B742,Filariasis due to Brugia timori,2020-10-13
B743,Loiasis,2020-10-13
B744,Mansonelliasis,2020-10-13
B748,Other filariases,2020-10-13
B749,"Filariasis, unspecified",2020-10-13
B75,,2020-10-13
B76,,2020-10-13
B760,Ancylostomiasis,2020-10-13
B761,Necatoriasis,2020-10-13
B768,Other hookworm diseases,2020-10-13
B769,"Hookworm disease, unspecified",2020-10-13
B77,,2020-10-13
B770,Ascariasis with intestinal complications,2020-10-13
B778,Ascariasis with other complications,2020-10-13
B779,"Ascariasis, unspecified",2020-10-13
B78,,2020-10-13
B780,Intestinal strongyloidiasis,2020-10-13
B781,Cutaneous strongyloidiasis,2020-10-13
B787,Disseminated strongyloidiasis,2020-10-13
B789,"Strongyloidiasis, unspecified",2020-10-13
B79,,2020-10-13
B80,,2020-10-13
B81,,2020-10-13
B810,Anisakiasis,2020-10-13
B811,Intestinal capillariasis,2020-10-13
B812,Trichostrongyliasis,2020-10-13
B813,Intestinal angiostrongyliasis,2020-10-13
B814,Mixed intestinal helminthiases,2020-10-13
B818,Other specified intestinal helminthiases,2020-10-13
B82,,2020-10-13
B820,"Intestinal helminthiasis, unspecified",2020-10-13
B829,"Intestinal parasitism, unspecified",2020-10-13
B83,,2020-10-13
B830,Visceral larva migrans,2020-10-13
B831,Gnathostomiasis,2020-10-13
B832,Angiostrongyliasis due to Parastrongylus cantonensis,2020-10-13
B833,Syngamiasis,2020-10-13
B834,Internal hirudiniasis,2020-10-13
B838,Other specified helminthiases,2020-10-13
B839,"Helminthiasis, unspecified",2020-10-13
B85,,2020-10-13
B850,Pediculosis due to Pediculus humanus capitis,2020-10-13
B851,Pediculosis due to Pediculus humanus corporis,2020-10-13
B852,"Pediculosis, unspecified",2020-10-13
B853,Phthiriasis,2020-10-13
B854,Mixed pediculosis and phthiriasis,2020-10-13
B86,,2020-10-13
B87,,2020-10-13
B870,Cutaneous myiasis,2020-10-13
B871,Wound myiasis,2020-10-13
B872,Ocular myiasis,2020-10-13
B873,Nasopharyngeal myiasis,2020-10-13
B874,Aural myiasis,2020-10-13
B878,Myiasis of other sites,2020-10-13
B879,"Myiasis, unspecified",2020-10-13
B88,,2020-10-13
B880,Other acariasis,2020-10-13
B881,Tungiasis [sandflea infestation],2020-10-13
B882,Other arthropod infestations,2020-10-13
B883,External hirudiniasis,2020-10-13
B888,Other specified infestations,2020-10-13
B889,"Infestation, unspecified",2020-10-13
B89,,2020-10-13
B90,,2020-10-13
B900,Sequelae of central nervous system tuberculosis,2020-10-13
B901,Sequelae of genitourinary tuberculosis,2020-10-13
B902,Sequelae of tuberculosis of bones and joints,2020-10-13
B908,Sequelae of tuberculosis of other organs,2020-10-13
B909,Sequelae of respiratory and unspecified tuberculosis,2020-10-13
B91,,2020-10-13
B92,,2020-10-13
B94,,2020-10-13
B940,Sequelae of trachoma,2020-10-13
B941,Sequelae of viral encephalitis,2020-10-13
B942,Sequelae of viral hepatitis,2020-10-13
B948,Sequelae of other specified infectious and parasitic diseases,2020-10-13
B949,Sequelae of unspecified infectious or parasitic disease,2020-10-13
B95,,2020-10-13
B950,"Streptococcus, group A, as the cause of diseases classified to other chapters",2020-10-13
B951,"Streptococcus, group B, as the cause of diseases classified to other chapters",2020-10-13
B952,Streptococcus group D and enterococcus as the cause of diseases classified to other chapters,2020-10-13
B953,Streptococcus pneumoniae as the cause of diseases classified to other chapters,2020-10-13
B954,Other streptococcus as the cause of diseases classified to other chapters,2020-10-13
B955,Unspecified streptococcus as the cause of diseases classified to other chapters,2020-10-13
B956,Staphylococcus aureus as the cause of diseases classified to other chapters,2020-10-13
B957,Other staphylococcus as the cause of diseases classified to other chapters,2020-10-13
B958,Unspecified staphylococcus as the cause of diseases classified to other chapters,2020-10-13
B96,,2020-10-13
B960,Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified to other chapters,2020-10-13
B961,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters,2020-10-13
B962,Escherichia coli [E. coli] as the cause of diseases classified to other chapters,2020-10-13
B963,Haemophilus influenzae [H. influenzae] as the cause of diseases classified to other chapters,2020-10-13
B964,Proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters,2020-10-13
B965,Pseudomonas (aeruginosa) as the cause of diseases classified to other chapters,2020-10-13
B966,Bacillus fragilis [B. fragilis] as the cause of diseases classified to other chapters,2020-10-13
B967,Clostridium perfringens [C. perfringens] as the cause of diseases classified to other chapters,2020-10-13
B968,Other specified bacterial agents as the cause of diseases classified to other chapters,2020-10-13
B97,,2020-10-13
B970,Adenovirus as the cause of diseases classified to other chapters,2020-10-13
B971,Enterovirus as the cause of diseases classified to other chapters,2020-10-13
B972,Coronavirus as the cause of diseases classified to other chapters,2020-10-13
B973,Retrovirus as the cause of diseases classified to other chapters,2020-10-13
B974,Respiratory syncytial virus as the cause of diseases classified to other chapters,2020-10-13
B975,Reovirus as the cause of diseases classified to other chapters,2020-10-13
B976,Parvovirus as the cause of diseases classified to other chapters,2020-10-13
B977,Papillomavirus as the cause of diseases classified to other chapters,2020-10-13
B978,Other viral agents as the cause of diseases classified to other chapters,2020-10-13
B98,,2020-10-13
B980,Helicobacter pylori [H.pylori] as the cause of diseases classified to other chapters,2020-10-13
B981,Vibrio vulnificus as the cause of diseases classified to other chapters,2020-10-13
B99,,2020-10-13
C00,,2020-10-13
C000,External upper lip,2020-10-13
C001,External lower lip,2020-10-13
C002,"External lip, unspecified",2020-10-13
C003,"Upper lip, inner aspect",2020-10-13
C004,"Lower lip, inner aspect",2020-10-13
C005,"Lip, unspecified, inner aspect",2020-10-13
C006,Commissure of lip,2020-10-13
C008,Overlapping lesion of lip,2020-10-13
C009,"Lip, unspecified",2020-10-13
C01,,2020-10-13
C02,,2020-10-13
C020,Dorsal surface of tongue,2020-10-13
C021,Border of tongue,2020-10-13
C022,Ventral surface of tongue,2020-10-13
C023,"Anterior two-thirds of tongue, part unspecified",2020-10-13
C024,Lingual tonsil,2020-10-13
C028,Overlapping lesion of tongue,2020-10-13
C029,"Tongue, unspecified",2020-10-13
C03,,2020-10-13
C030,Upper gum,2020-10-13
C031,Lower gum,2020-10-13
C039,"Gum, unspecified",2020-10-13
C04,,2020-10-13
C040,Anterior floor of mouth,2020-10-13
C041,Lateral floor of mouth,2020-10-13
C048,Overlapping lesion of floor of mouth,2020-10-13
C049,"Floor of mouth, unspecified",2020-10-13
C05,,2020-10-13
C050,Hard palate,2020-10-13
C051,Soft palate,2020-10-13
C052,Uvula,2020-10-13
C058,Overlapping lesion of palate,2020-10-13
C059,"Palate, unspecified",2020-10-13
C06,,2020-10-13
C060,Cheek mucosa,2020-10-13
C061,Vestibule of mouth,2020-10-13
C062,Retromolar area,2020-10-13
C068,Overlapping lesion of other and unspecified parts of mouth,2020-10-13
C069,"Mouth, unspecified",2020-10-13
C07,,2020-10-13
C08,,2020-10-13
C080,Submandibular gland,2020-10-13
C081,Sublingual gland,2020-10-13
C088,Overlapping lesion of major salivary glands,2020-10-13
C089,"Major salivary gland, unspecified",2020-10-13
C09,,2020-10-13
C090,Tonsillar fossa,2020-10-13
C091,Tonsillar pillar (anterior)(posterior),2020-10-13
C098,Overlapping lesion of tonsil,2020-10-13
C099,"Tonsil, unspecified",2020-10-13
C10,,2020-10-13
C100,Vallecula,2020-10-13
C101,Anterior surface of epiglottis,2020-10-13
C102,Lateral wall of oropharynx,2020-10-13
C103,Posterior wall of oropharynx,2020-10-13
C104,Branchial cleft,2020-10-13
C108,Overlapping lesion of oropharynx,2020-10-13
C109,"Oropharynx, unspecified",2020-10-13
C11,,2020-10-13
C110,Superior wall of nasopharynx,2020-10-13
C111,Posterior wall of nasopharynx,2020-10-13
C112,Lateral wall of nasopharynx,2020-10-13
C113,Anterior wall of nasopharynx,2020-10-13
C118,Overlapping lesion of nasopharynx,2020-10-13
C119,"Nasopharynx, unspecified",2020-10-13
C12,,2020-10-13
C13,,2020-10-13
C130,Postcricoid region,2020-10-13
C131,"Aryepiglottic fold, hypopharyngeal aspect",2020-10-13
C132,Posterior wall of hypopharynx,2020-10-13
C138,Overlapping lesion of hypopharynx,2020-10-13
C139,"Hypopharynx, unspecified",2020-10-13
C14,,2020-10-13
C140,"Pharynx, unspecified",2020-10-13
C142,Waldeyer ring,2020-10-13
C148,"Overlapping lesion of lip, oral cavity and pharynx",2020-10-13
C15,,2020-10-13
C150,Cervical part of oesophagus,2020-10-13
C151,Thoracic part of oesophagus,2020-10-13
C152,Abdominal part of oesophagus,2020-10-13
C153,Upper third of oesophagus,2020-10-13
C154,Middle third of oesophagus,2020-10-13
C155,Lower third of oesophagus,2020-10-13
C158,Overlapping lesion of oesophagus,2020-10-13
C159,"Oesophagus, unspecified",2020-10-13
C16,,2020-10-13
C160,Cardia,2020-10-13
